sentence1,sentence2,score
رئيس الوزراء الإيطالي ماريو مونتي يستقيل,رئيس الوزراء الفلسطيني فياض يستقيل,0.28
"جنوب أفريقيا تعترف بالخطأ بشأن ""فصام"" مانديلا","جنوب أفريقيا تعترف بـ""خطأ"" محتمل بشأن شخص أصم في نصب مانديلا التذكاري",0.64
إيران تقول أن القضايا الخطيرة لا تزال في المحادثات النووية,"إيران تتعهد بالحفاظ على برنامجها النووي ""السلمي""",0.32
حشود تجتمع في بيت لحم للاحتفال بعيد الميلاد,أوه، بلدة صغيرة من بيت لحم  ⁇  حقيقي,0.4
قتل سبعة من قوات حفظ السلام في دارفور السودانية,قُتل حارس سلام في اشتباك في أبيي,0.32
حلف شمال الأطلسي: بطارية صواريخ باتريوت تعمل على الحدود السورية,أوباما: بطاريات صواريخ باتريوت والقوات ستبقى في الأردن بالقرب من الحدود السورية,0.64
الأسهم الأمريكية تراجعت في اليوم الثالث من الإغلاق,الأسهم تنخفض في اليوم الثالث من إغلاق الحكومة,0.92
غينيا تصوت في الانتخابات التشريعية المتأخرة منذ فترة طويلة,غينيا الاستوائية تصوت في الانتخابات التشريعية,0.68
حلف شمال الأطلسي: ثلاثة جنود قتلوا في هجوم في أفغانستان,"قتل جنود حلف شمال الأطلسي في ""هجوم من الداخل"" الأفغاني",0.6
جندي إسرائيلي يضرب طفلة فلسطينية في الخليل,جنود إسرائيليون يقتلون امرأة فلسطينية في الضفة الغربية,0.24
الأمم المتحدة تعلن عن قلقها من الضربات الإسرائيلية على سوريا,مسؤول إسرائيلي يؤكد غارة جوية ثانية على سوريا,0.44
الجيش المصري يشن غارات جوية جديدة على متشددي سيناء,مصر تشن هجوماً جديداً ضد متشددي سيناء,0.68
القوات الفرنسية تهاجم حلفاء القاعدة في مالي,معركة لاستعادة شمال مالي: مئات الجنود الفرنسيين يطردون المتمردين المرتبطين بالقاعدة,0.52
الشرطة المصرية تطلق الغاز المسيل للدموع على المتظاهرين من الإخوان,الهند: إطلاق الغاز المسيل للدموع على متظاهري الاغتصاب الجماعي,0.24
النظام السوري يوافق على حضور مؤتمر السلام,"سوريا والمعارضة تتفقان ""من حيث المبدأ"" على حضور مؤتمر السلام",0.6
عشرات الجرحى في تحطم طائرة بوينغ 777 في مطار سان فرانسيسكو,"طائرة ""أسيانا إير بوينغ 777"" تحطمت في مطار ""سان فرانسيسكو""",0.76
مقتل 13 طفلاً في حريق مسجد في ميانمار,الشرطة في ميانمار تقول أن 13 طفلاً ماتوا في حريق كهربائي في مسجد,0.92
مجلس الشيوخ الأمريكي يصوت على صفقة الهاوية المالية مع اقتراب الموعد النهائي,الهاوية المالية: مجلس النواب يؤجل التصويت على صفقة الهاوية المالية,0.56
رجل يحمل سكيناً ألقي القبض عليه عند مدخل قصر باكنغهام,رجل متهم بعد القبض على قصر باكنغهام,0.44
5 أشخاص مدفونين في انهيار كولورادو,خمسة متزلجين على الجليد قتلوا في انهيار في كولورادو,0.56
بان كي مون يراجع اتفاق الأسلحة الكيميائية السورية,حظر مراجعة اتفاق الأسلحة الكيميائية في سوريا,0.72
الرئيس العراقي في المستشفى بسبب مشكلة صحية,الرئيس العراقي في المستشفى بعد إصابته بجلطة دماغية,0.72
التحالف الحاكم منذ فترة طويلة في ماليزيا يحتفظ بالسلطة,التحالف الحاكم في ماليزيا يفوز بالأغلبية,0.76
انفجارات قرب السفارة الإيرانية في بيروت,انفجاران قرب السفارة الإيرانية في بيروت,0.84
إصابة 19 في إطلاق نار نيو أورليانز,الشرطة: 19 جريحاً في إطلاق نار يوم الأم,0.84
"هايجل يندب على التغييرات ""السياسية"" في ميزانية الدفاع الأمريكية",هاجل يدافع عن التخفيضات المقترحة في الإنفاق الدفاعي,0.48
الولايات المتحدة تحظر حمل السوائل والمواد الهلامية على متن رحلات إلى روسيا,الولايات المتحدة تحظر حمل السوائل على الرحلات المباشرة إلى روسيا,0.88
جماعة الإخوان المصرية تقف على الأرض بعد عمليات القتل,مصر: جماعة الإخوان المسلمين تقف وراء مرسي,0.48
قوات الناتو قتلت طفلين أفغانيين,ضربة حلف شمال الأطلسي تقتل 11 طفلا أفغانيا,0.6
الرئيس الإيراني يدعو لمحادثات نووية جديدة,وزير إيراني يلوم الغرب على فشل المحادثات النووية,0.4
تقتل الفيضانات شخصين، وتجبر 75 ألفاً على مغادرة منازل كالجاري,"الفيضانات تجبر 75,000 من المنازل الكندية",0.68
4 جنود حلف شمال الأطلسي قتلوا في أفغانستان,ثمانية جنود من حلف شمال الأطلسي قتلوا في أفغانستان,0.52
"إعصار "" فيتو "" يصل إلى شرق الصين",إعصار فيتو يضرب جنوب شرق الصين,0.76
سيقضي مانديلا عيد الميلاد في المستشفى,فيلم مانديلا سيبدأ هذا الشهر في جنوب أفريقيا,0.04
استطلاعات الرأي تشير إلى أن حليف بوتين يفوز في تصويت موسكو,أظهرت استطلاعات الرأي أن حليف بوتين يفوز في تصويت موسكو، نفالني يصرخ بالخطأ,0.68
القاضي يدخل إدعاء غير مذنب لجيمس هولمز,لا أدين لـ (جيمس هولمز) لكن خيار الجنون لا يزال على الطاولة,0.8
على الأقل 45 قُتلوا في حادث قطار في إسبانيا,مقتل 13 على الأقل في تفجيرات ثلاث سيارات في ديالى العراقية,0.2
كريس فروم يقود إلى نهاية جولة فرنسا,تم إلغاء حفلات كريس براون,0.0
تطبيق أبل يوجه السائقين إلى مدرج مطار ألاسكا,تطبيق أبل يرسل السائقين إلى المطار,0.72
طائرة بدون طيار أمريكية قتلت 3 متشددين في باكستان,طائرة بدون طيار أمريكية تقتل 4 متشددين في باكستان,0.68
فرنسيس يبدأ البابوية بالصلاة,البابا فرنسيس يخرج من الفاتيكان للصلوات,0.72
مجلس الشيوخ الأمريكي للاجتماع كطريق للخروج من الجمود المالي لا يزال بعيد المنال,مجلس الشيوخ الأمريكي يعقد جلسات نادرة يوم الأحد وسط الجمود المالي,0.72
أخوية مصر محاصرة كزعيمها,الإخوان المسلمون في مصر يتجهون إلى مسيرة حاشدة,0.36
فرقاطة الشبح الصينية الجديدة في الخدمة,بيلاروسيا ولاتفيا لتشكيل لجنة حدودية,0.04
العنف في العراق يقتل 11,العنف في العراق يقتل سبعة أشخاص,0.44
الاحتجاجات مستمرة في العاصمة الأوكرانية المتوترة,الاحتجاجات مستمرة في البرازيل,0.32
إطلاق سراح بريطانيين بعد اختطافهم في سيناء المصرية,البدو يطلقون سراح بريطانيين اعتقلوا في سيناء,0.64
